time,constructorId,engineManufacturerId,stop,driverId,position,tyreManufacturerId,lap,driverNumber
18.870,alphatauri,rbpt,1,yuki-tsunoda,1,pirelli,11,22
19.760,haas,ferrari,1,kevin-magnussen,2,pirelli,12,20
20.413,haas,ferrari,1,mick-schumacher,3,pirelli,14,47
21.638,alpine,renault,1,fernando-alonso,4,pirelli,15,14
19.543,alphatauri,rbpt,1,pierre-gasly,5,pirelli,16,10
20.059,williams,mercedes,1,alexander-albon,6,pirelli,16,23
19.986,mclaren,mercedes,1,lando-norris,7,pirelli,18,4
18.820,mercedes,mercedes,1,lewis-hamilton,8,pirelli,22,44
19.697,ferrari,ferrari,1,charles-leclerc,9,pirelli,24,16
18.798,red-bull,rbpt,1,max-verstappen,10,pirelli,26,1
19.614,alfa-romeo,ferrari,1,valtteri-bottas,11,pirelli,26,77
22.063,ferrari,ferrari,1,carlos-sainz-jr,12,pirelli,27,55
18.519,red-bull,rbpt,1,sergio-perez,13,pirelli,27,11
19.484,mclaren,mercedes,1,daniel-ricciardo,14,pirelli,30,3
19.185,williams,mercedes,1,nicholas-latifi,15,pirelli,34,6
19.035,mercedes,mercedes,1,george-russell,16,pirelli,40,63
19.074,aston-martin,mercedes,1,lance-stroll,17,pirelli,40,18
19.007,alphatauri,rbpt,2,pierre-gasly,18,pirelli,40,10
18.433,red-bull,rbpt,2,sergio-perez,19,pirelli,41,11
19.019,alpine,renault,1,esteban-ocon,20,pirelli,41,31
19.861,aston-martin,mercedes,1,sebastian-vettel,21,pirelli,41,5
19.280,mclaren,mercedes,2,daniel-ricciardo,22,pirelli,41,3
19.618,alphatauri,rbpt,2,yuki-tsunoda,23,pirelli,41,22
20.673,haas,ferrari,2,kevin-magnussen,24,pirelli,42,20
32.381,haas,ferrari,2,mick-schumacher,25,pirelli,54,47
