time,constructorId,gridPosition,engineManufacturerId,timePenalty,interval,laps,gap,driverId,reasonRetired,position,points,tyreManufacturerId,driverNumber
1:34:24.258,red-bull,3,rbpt,,,57,,max-verstappen,,1,26,pirelli,1
1:34:28.044,ferrari,1,ferrari,,+3.786,57,+3.786,charles-leclerc,,2,18,pirelli,16
1:34:32.487,ferrari,2,ferrari,,+4.443,57,+8.229,carlos-sainz-jr,,3,15,pirelli,55
1:34:34.896,red-bull,4,rbpt,,+2.409,57,+10.638,sergio-perez,,4,12,pirelli,11
1:34:42.840,mercedes,12,mercedes,,+7.944,57,+18.582,george-russell,,5,10,pirelli,63
1:34:45.626,mercedes,6,mercedes,,+2.786,57,+21.368,lewis-hamilton,,6,8,pirelli,44
1:34:49.331,alfa-romeo,5,ferrari,,+3.705,57,+25.073,valtteri-bottas,,7,6,pirelli,77
1:34:52.644,alpine,20,renault,,+3.313,57,+28.386,esteban-ocon,,8,4,pirelli,31
1:34:56.623,williams,18,mercedes,,+3.979,57,+32.365,alexander-albon,,9,2,pirelli,23
1:35:01.284,aston-martin,PL,mercedes,,+4.661,57,+37.026,lance-stroll,,10,1,pirelli,18
1:35:01.386,alpine,11,renault,10.000,+0.102,57,+37.128,fernando-alonso,,11,,pirelli,14
1:35:04.404,alphatauri,9,rbpt,,+3.018,57,+40.146,yuki-tsunoda,,12,,pirelli,22
1:35:05.160,mclaren,14,mercedes,5.000,+0.756,57,+40.902,daniel-ricciardo,,13,,pirelli,3
1:35:14.194,williams,19,mercedes,,+9.034,57,+49.936,nicholas-latifi,,14,,pirelli,6
1:35:37.563,haas,15,ferrari,,+23.369,57,+1:13.305,mick-schumacher,,15,,pirelli,47
,haas,16,ferrari,5.000,,56,,kevin-magnussen,,16,,pirelli,20
,aston-martin,PL,mercedes,,,54,,sebastian-vettel,,17,,pirelli,5
,alphatauri,7,rbpt,,,45,,pierre-gasly,,DNF,,pirelli,10
,mclaren,8,mercedes,,,39,,lando-norris,,DNF,,pirelli,4
,alfa-romeo,17,ferrari,,,6,,guanyu-zhou,,DNF,,pirelli,24
