id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1072,15,2022-09-04,netherlands,Formula 1 Heineken Dutch Grand Prix 2022,KNOCKOUT,zandvoort,RACE,CLOCKWISE,4.259,14,72,306.587
