time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:13.652,red-bull,rbpt,,,max-verstappen,1,pirelli,62,1
1:13.671,mercedes,mercedes,+0.019,+0.019,george-russell,2,pirelli,72,63
1:13.854,mercedes,mercedes,+0.183,+0.202,lewis-hamilton,3,pirelli,54,44
1:14.144,alpine,renault,+0.290,+0.492,fernando-alonso,4,pirelli,51,14
1:14.404,red-bull,rbpt,+0.260,+0.752,sergio-perez,5,pirelli,63,11
1:14.413,ferrari,ferrari,+0.009,+0.761,charles-leclerc,6,pirelli,62,16
1:14.643,ferrari,ferrari,+0.230,+0.991,carlos-sainz-jr,7,pirelli,63,55
1:14.706,mclaren,mercedes,+0.063,+1.054,lando-norris,8,pirelli,63,4
1:14.862,aston-martin,mercedes,+0.156,+1.210,sebastian-vettel,9,pirelli,50,5
1:15.043,aston-martin,mercedes,+0.181,+1.391,lance-stroll,10,pirelli,65,18
1:15.084,alpine,renault,+0.041,+1.432,esteban-ocon,11,pirelli,64,31
1:15.165,alphatauri,rbpt,+0.081,+1.513,pierre-gasly,12,pirelli,65,10
1:15.233,haas,ferrari,+0.068,+1.581,mick-schumacher,13,pirelli,51,47
1:15.369,haas,ferrari,+0.136,+1.717,kevin-magnussen,14,pirelli,53,20
1:15.534,williams,mercedes,+0.165,+1.882,alexander-albon,15,pirelli,65,23
1:15.577,mclaren,mercedes,+0.043,+1.925,daniel-ricciardo,16,pirelli,52,3
1:15.940,alfa-romeo,ferrari,+0.363,+2.288,guanyu-zhou,17,pirelli,63,24
1:16.066,williams,mercedes,+0.126,+2.414,nicholas-latifi,18,pirelli,62,6
1:16.844,alfa-romeo,ferrari,+0.778,+3.192,valtteri-bottas,19,pirelli,51,77
1:17.138,alphatauri,rbpt,+0.294,+3.486,yuki-tsunoda,20,pirelli,16,22
