constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,rbpt,22.6,max-verstappen,1,pirelli,1
mercedes,mercedes,20.1,lewis-hamilton,2,pirelli,44
mercedes,mercedes,9.5,george-russell,3,pirelli,63
alpine,renault,8.8,fernando-alonso,4,pirelli,14
ferrari,ferrari,6.9,charles-leclerc,5,pirelli,16
