engineManufacturerId,constructorId,position,points
rbpt,red-bull,1,511
ferrari,ferrari,2,376
mercedes,mercedes,3,346
renault,alpine,4,125
mercedes,mclaren,5,101
ferrari,alfa-romeo,6,51
ferrari,haas,7,34
rbpt,alphatauri,8,29
mercedes,aston-martin,9,25
mercedes,williams,10,4
