time,constructorId,engineManufacturerId,stop,driverId,position,tyreManufacturerId,lap,driverNumber
22.391,aston-martin,mercedes,1,sebastian-vettel,1,pirelli,9,5
18.789,alphatauri,rbpt,1,pierre-gasly,2,pirelli,11,10
19.546,mclaren,mercedes,1,daniel-ricciardo,3,pirelli,11,3
19.578,alpine,renault,1,fernando-alonso,4,pirelli,12,14
19.548,alfa-romeo,ferrari,1,guanyu-zhou,5,pirelli,12,24
26.813,haas,ferrari,1,mick-schumacher,6,pirelli,13,47
18.774,alphatauri,rbpt,1,yuki-tsunoda,7,pirelli,13,22
20.284,williams,mercedes,1,nicholas-latifi,8,pirelli,13,6
29.705,ferrari,ferrari,1,carlos-sainz-jr,9,pirelli,14,55
18.835,red-bull,rbpt,1,sergio-perez,10,pirelli,14,11
20.785,haas,ferrari,1,kevin-magnussen,11,pirelli,14,20
20.205,aston-martin,mercedes,1,lance-stroll,12,pirelli,16,18
19.741,alfa-romeo,ferrari,1,valtteri-bottas,13,pirelli,16,77
19.080,ferrari,ferrari,1,charles-leclerc,14,pirelli,17,16
19.303,mclaren,mercedes,1,lando-norris,15,pirelli,17,4
19.634,red-bull,rbpt,1,max-verstappen,16,pirelli,18,1
19.455,alpine,renault,1,esteban-ocon,17,pirelli,18,31
19.325,williams,mercedes,1,alexander-albon,18,pirelli,21,23
20.733,williams,mercedes,2,nicholas-latifi,19,pirelli,26,6
19.567,mclaren,mercedes,2,daniel-ricciardo,20,pirelli,27,3
19.046,mercedes,mercedes,1,lewis-hamilton,21,pirelli,29,44
19.359,mercedes,mercedes,1,george-russell,22,pirelli,31,63
18.700,alphatauri,rbpt,2,pierre-gasly,23,pirelli,32,10
21.814,haas,ferrari,2,mick-schumacher,24,pirelli,33,47
21.049,alfa-romeo,ferrari,2,valtteri-bottas,25,pirelli,34,77
23.710,haas,ferrari,2,kevin-magnussen,26,pirelli,34,20
19.156,aston-martin,mercedes,2,sebastian-vettel,27,pirelli,35,5
25.433,alfa-romeo,ferrari,2,guanyu-zhou,28,pirelli,37,24
20.214,aston-martin,mercedes,2,lance-stroll,29,pirelli,38,18
18.738,red-bull,rbpt,2,sergio-perez,30,pirelli,40,11
19.293,alphatauri,rbpt,2,yuki-tsunoda,31,pirelli,42,22
19.911,williams,mercedes,2,alexander-albon,32,pirelli,42,23
19.493,ferrari,ferrari,2,carlos-sainz-jr,33,pirelli,43,55
19.084,ferrari,ferrari,2,charles-leclerc,34,pirelli,45,16
52.684,alphatauri,rbpt,3,yuki-tsunoda,35,pirelli,43,22
21.117,mclaren,mercedes,2,lando-norris,36,pirelli,47,4
21.501,alpine,renault,2,fernando-alonso,37,pirelli,47,14
19.610,red-bull,rbpt,2,max-verstappen,38,pirelli,48,1
19.164,mercedes,mercedes,2,lewis-hamilton,39,pirelli,48,44
20.742,mercedes,mercedes,2,george-russell,40,pirelli,48,63
20.283,haas,ferrari,3,mick-schumacher,41,pirelli,47,47
23.663,haas,ferrari,3,kevin-magnussen,42,pirelli,47,20
19.718,mclaren,mercedes,3,daniel-ricciardo,43,pirelli,47,3
18.709,aston-martin,mercedes,3,sebastian-vettel,44,pirelli,48,5
20.051,williams,mercedes,3,nicholas-latifi,45,pirelli,54,6
19.655,red-bull,rbpt,3,max-verstappen,46,pirelli,56,1
20.508,williams,mercedes,3,alexander-albon,47,pirelli,55,23
19.576,ferrari,ferrari,3,charles-leclerc,48,pirelli,56,16
19.250,red-bull,rbpt,3,sergio-perez,49,pirelli,56,11
20.188,alfa-romeo,ferrari,3,guanyu-zhou,50,pirelli,55,24
20.295,mclaren,mercedes,4,daniel-ricciardo,51,pirelli,55,3
21.602,alpine,renault,2,esteban-ocon,52,pirelli,56,31
19.141,aston-martin,mercedes,3,lance-stroll,53,pirelli,56,18
18.572,alphatauri,rbpt,3,pierre-gasly,54,pirelli,56,10
14.155,mercedes,mercedes,3,lewis-hamilton,55,pirelli,57,44
14.459,williams,mercedes,4,nicholas-latifi,56,pirelli,55,6
21.363,mercedes,mercedes,3,george-russell,57,pirelli,57,63
14.113,red-bull,rbpt,4,max-verstappen,58,pirelli,57,1
14.114,williams,mercedes,4,alexander-albon,59,pirelli,56,23
14.144,haas,ferrari,4,mick-schumacher,60,pirelli,56,47
14.349,aston-martin,mercedes,4,sebastian-vettel,61,pirelli,56,5
14.008,ferrari,ferrari,4,charles-leclerc,62,pirelli,57,16
14.175,haas,ferrari,4,kevin-magnussen,63,pirelli,56,20
14.113,red-bull,rbpt,4,sergio-perez,64,pirelli,57,11
14.128,alfa-romeo,ferrari,4,guanyu-zhou,65,pirelli,56,24
21.164,ferrari,ferrari,3,carlos-sainz-jr,66,pirelli,57,55
21.264,mclaren,mercedes,3,lando-norris,67,pirelli,57,4
15.762,alpine,renault,3,fernando-alonso,68,pirelli,57,14
14.493,mclaren,mercedes,5,daniel-ricciardo,69,pirelli,56,3
14.041,alpine,renault,3,esteban-ocon,70,pirelli,57,31
14.118,aston-martin,mercedes,4,lance-stroll,71,pirelli,57,18
13.973,alphatauri,rbpt,4,pierre-gasly,72,pirelli,57,10
