time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:10.342,red-bull,rbpt,,max-verstappen,1,pirelli,1
1:10.363,ferrari,ferrari,,charles-leclerc,2,pirelli,16
1:10.434,ferrari,ferrari,,carlos-sainz-jr,3,pirelli,55
1:10.648,mercedes,mercedes,,lewis-hamilton,4,pirelli,44
1:11.077,red-bull,rbpt,,sergio-perez,5,pirelli,11
1:11.147,mercedes,mercedes,,george-russell,6,pirelli,63
1:11.174,mclaren,mercedes,,lando-norris,7,pirelli,4
1:11.442,haas,ferrari,,mick-schumacher,8,pirelli,47
1:12.556,alphatauri,rbpt,,yuki-tsunoda,9,pirelli,22
,aston-martin,mercedes,,lance-stroll,10,pirelli,18
1:11.512,alphatauri,rbpt,,pierre-gasly,11,pirelli,10
1:11.605,alpine,renault,,esteban-ocon,12,pirelli,31
1:11.613,alpine,renault,,fernando-alonso,13,pirelli,14
1:11.704,alfa-romeo,ferrari,,guanyu-zhou,14,pirelli,24
1:11.802,williams,mercedes,,alexander-albon,15,pirelli,23
1:11.961,alfa-romeo,ferrari,,valtteri-bottas,16,pirelli,77
1:12.081,mclaren,mercedes,,daniel-ricciardo,17,pirelli,3
1:12.319,haas,ferrari,,kevin-magnussen,18,pirelli,20
1:12.391,aston-martin,mercedes,,sebastian-vettel,19,pirelli,5
1:13.353,williams,mercedes,,nicholas-latifi,20,pirelli,6
