time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:12.345,ferrari,ferrari,,,27,charles-leclerc,1,pirelli,16
1:12.349,ferrari,ferrari,+0.004,+0.004,30,carlos-sainz-jr,2,pirelli,55
1:12.417,mercedes,mercedes,+0.068,+0.072,21,lewis-hamilton,3,pirelli,44
1:12.448,mclaren,mercedes,+0.031,+0.103,24,lando-norris,4,pirelli,4
1:12.655,mercedes,mercedes,+0.207,+0.310,27,george-russell,5,pirelli,63
1:12.746,aston-martin,mercedes,+0.091,+0.401,28,lance-stroll,6,pirelli,18
1:12.848,alpine,renault,+0.102,+0.503,25,fernando-alonso,7,pirelli,14
1:13.042,red-bull,rbpt,+0.194,+0.697,22,max-verstappen,8,pirelli,1
1:13.305,alpine,renault,+0.263,+0.960,27,esteban-ocon,9,pirelli,31
1:13.362,mclaren,mercedes,+0.057,+1.017,10,daniel-ricciardo,10,pirelli,3
1:13.419,alphatauri,rbpt,+0.057,+1.074,19,yuki-tsunoda,11,pirelli,22
1:13.493,red-bull,rbpt,+0.074,+1.148,23,sergio-perez,12,pirelli,11
1:13.604,haas,ferrari,+0.111,+1.259,27,mick-schumacher,13,pirelli,47
1:13.611,aston-martin,mercedes,+0.007,+1.266,27,sebastian-vettel,14,pirelli,5
1:13.624,alfa-romeo,ferrari,+0.013,+1.279,25,guanyu-zhou,15,pirelli,24
1:13.666,alphatauri,rbpt,+0.042,+1.321,16,pierre-gasly,16,pirelli,10
1:13.837,williams,mercedes,+0.171,+1.492,26,alexander-albon,17,pirelli,23
1:14.167,alfa-romeo,ferrari,+0.330,+1.822,27,valtteri-bottas,18,pirelli,77
1:14.282,haas,ferrari,+0.115,+1.937,25,kevin-magnussen,19,pirelli,20
1:14.797,williams,mercedes,+0.515,+2.452,24,nicholas-latifi,20,pirelli,6
