q1,constructorId,q2,engineManufacturerId,interval,gap,q3,driverId,laps,position,tyreManufacturerId,driverNumber
1:11.317,red-bull,1:10.927,rbpt,,,1:10.342,max-verstappen,12,1,pirelli,1
1:11.443,ferrari,1:10.988,ferrari,+0.021,+0.021,1:10.363,charles-leclerc,18,2,pirelli,16
1:11.767,ferrari,1:10.814,ferrari,+0.071,+0.092,1:10.434,carlos-sainz-jr,18,3,pirelli,55
1:11.331,mercedes,1:11.075,mercedes,+0.214,+0.306,1:10.648,lewis-hamilton,18,4,pirelli,44
1:11.641,red-bull,1:11.314,rbpt,+0.429,+0.735,1:11.077,sergio-perez,19,5,pirelli,11
1:11.561,mercedes,1:10.824,mercedes,+0.070,+0.805,1:11.147,george-russell,18,6,pirelli,63
1:11.556,mclaren,1:11.116,mercedes,+0.027,+0.832,1:11.174,lando-norris,18,7,pirelli,4
1:11.741,haas,1:11.420,ferrari,+0.268,+1.100,1:11.442,mick-schumacher,21,8,pirelli,47
1:11.427,alphatauri,1:11.428,rbpt,+1.114,+2.214,1:12.556,yuki-tsunoda,21,9,pirelli,22
1:11.568,aston-martin,1:11.416,mercedes,,,,lance-stroll,14,10,pirelli,18
1:11.705,alphatauri,1:11.512,rbpt,,,,pierre-gasly,15,11,pirelli,10
1:11.748,alpine,1:11.605,renault,,,,esteban-ocon,12,12,pirelli,31
1:11.667,alpine,1:11.613,renault,,,,fernando-alonso,11,13,pirelli,14
1:11.826,alfa-romeo,1:11.704,ferrari,,,,guanyu-zhou,15,14,pirelli,24
1:11.695,williams,1:11.802,mercedes,,,,alexander-albon,16,15,pirelli,23
1:11.961,alfa-romeo,,ferrari,,,,valtteri-bottas,9,16,pirelli,77
1:12.081,mclaren,,mercedes,,,,daniel-ricciardo,8,17,pirelli,3
1:12.319,haas,,ferrari,,,,kevin-magnussen,9,18,pirelli,20
1:12.391,aston-martin,,mercedes,,,,sebastian-vettel,8,19,pirelli,5
1:13.353,williams,,mercedes,,,,nicholas-latifi,5,20,pirelli,6
