driverId,position,points
max-verstappen,1,229
sergio-perez,2,148
fernando-alonso,3,131
lewis-hamilton,4,106
carlos-sainz-jr,5,82
charles-leclerc,6,72
george-russell,7,72
lance-stroll,8,44
esteban-ocon,9,31
lando-norris,10,24
pierre-gasly,11,16
nico-hulkenberg,12,9
alexander-albon,13,7
oscar-piastri,14,5
valtteri-bottas,15,5
guanyu-zhou,16,4
yuki-tsunoda,17,2
kevin-magnussen,18,2
logan-sargeant,19,0
nyck-de-vries,20,0
