engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,377
mercedes,mercedes,2,178
mercedes,aston-martin,3,175
ferrari,ferrari,4,154
renault,alpine,5,47
mercedes,mclaren,6,29
ferrari,haas,7,11
ferrari,alfa-romeo,8,9
mercedes,williams,9,7
honda-rbpt,alphatauri,10,2
