id,round,date,grandPrixId,officialName,qualifyingFormat,sprintQualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1088,9,2023-07-02,austria,Formula 1 Rolex Grosser Preis von Österreich 2023,KNOCKOUT,SPRINT_SHOOTOUT,spielberg,RACE,CLOCKWISE,4.318,10,71,306.452
