engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,43
mercedes,aston-martin,2,23
mercedes,mercedes,3,16
ferrari,ferrari,4,12
ferrari,alfa-romeo,5,4
renault,alpine,6,2
mercedes,williams,7,1
honda-rbpt,alphatauri,8,0
ferrari,haas,9,0
mercedes,mclaren,10,0
