constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mclaren,mercedes,28.3,lando-norris,1,pirelli,4
red-bull,honda-rbpt,15.8,max-verstappen,2,pirelli,1
mercedes,mercedes,15.7,lewis-hamilton,3,pirelli,44
ferrari,ferrari,7.6,carlos-sainz-jr,4,pirelli,55
mercedes,mercedes,7,george-russell,5,pirelli,63
