engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,330
ferrari,ferrari,2,270
mercedes,mclaren,3,237
mercedes,mercedes,4,151
mercedes,aston-martin,5,58
honda-rbpt,rb,6,28
renault,alpine,7,8
ferrari,haas,8,7
mercedes,williams,9,2
ferrari,kick-sauber,10,0
