driverId,position,points
max-verstappen,1,219
lando-norris,2,150
charles-leclerc,3,148
carlos-sainz-jr,4,116
sergio-perez,5,111
oscar-piastri,6,87
george-russell,7,81
lewis-hamilton,8,70
fernando-alonso,9,41
yuki-tsunoda,10,19
lance-stroll,11,17
daniel-ricciardo,12,9
oliver-bearman,13,6
nico-hulkenberg,14,6
pierre-gasly,15,5
esteban-ocon,16,3
alexander-albon,17,2
kevin-magnussen,18,1
guanyu-zhou,19,0
valtteri-bottas,20,0
logan-sargeant,21,0
