q1,constructorId,q2,engineManufacturerId,interval,gap,q3,driverId,laps,position,tyreManufacturerId,driverNumber
1:16.727,mercedes,1:16.864,mercedes,,,1:15.875,valtteri-bottas,23,1,pirelli,77
1:17.207,mercedes,1:16.474,mercedes,+0.145,+0.145,1:16.020,lewis-hamilton,22,2,pirelli,44
1:16.788,red-bull,1:16.483,honda,+0.205,+0.350,1:16.225,max-verstappen,18,3,pirelli,33
1:17.003,red-bull,1:17.055,honda,+0.117,+0.467,1:16.342,sergio-perez,18,4,pirelli,11
1:16.908,alphatauri,1:16.955,honda,+0.114,+0.581,1:16.456,pierre-gasly,22,5,pirelli,10
1:17.517,ferrari,1:17.248,ferrari,+0.305,+0.886,1:16.761,carlos-sainz-jr,23,6,pirelli,55
1:17.719,mclaren,1:17.092,mercedes,+0.002,+0.888,1:16.763,daniel-ricciardo,17,7,pirelli,3
1:16.748,ferrari,1:17.034,ferrari,+0.074,+0.962,1:16.837,charles-leclerc,22,8,pirelli,16
1:17.330,alphatauri,1:16.701,honda,+0.321,+1.283,1:17.158,yuki-tsunoda,19,9,pirelli,22
1:17.569,mclaren,1:17.473,mercedes,+19.672,+20.955,1:36.830,lando-norris,19,10,pirelli,4
1:17.502,aston-martin,1:17.746,mercedes,,,,sebastian-vettel,16,11,pirelli,5
1:17.606,alfa-romeo,1:17.958,ferrari,,,,kimi-raikkonen,18,12,pirelli,7
1:17.958,williams,1:18.172,mercedes,,,,george-russell,13,13,pirelli,63
1:17.897,alfa-romeo,1:18.290,ferrari,,,,antonio-giovinazzi,15,14,pirelli,99
1:18.126,alpine,1:18.405,renault,,,,esteban-ocon,13,15,pirelli,31
1:18.452,alpine,,renault,,,,fernando-alonso,7,16,pirelli,14
1:18.756,williams,,mercedes,,,,nicholas-latifi,8,17,pirelli,6
1:18.858,haas,,ferrari,,,,mick-schumacher,9,18,pirelli,47
1:19.303,haas,,ferrari,,,,nikita-mazepin,9,19,pirelli,9
1:20.873,aston-martin,,mercedes,,,,lance-stroll,3,20,pirelli,18
