time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:17.301,red-bull,honda,,,28,max-verstappen,1,pirelli,33
1:17.725,mercedes,mercedes,+0.424,+0.424,31,valtteri-bottas,2,pirelli,77
1:17.810,mercedes,mercedes,+0.085,+0.509,26,lewis-hamilton,3,pirelli,44
1:17.871,red-bull,honda,+0.061,+0.570,26,sergio-perez,4,pirelli,11
1:18.318,ferrari,ferrari,+0.447,+1.017,29,carlos-sainz-jr,5,pirelli,55
1:18.429,alphatauri,honda,+0.111,+1.128,29,pierre-gasly,6,pirelli,10
1:18.605,ferrari,ferrari,+0.176,+1.304,28,charles-leclerc,7,pirelli,16
1:18.644,alphatauri,honda,+0.039,+1.343,31,yuki-tsunoda,8,pirelli,22
1:18.681,aston-martin,mercedes,+0.037,+1.380,32,sebastian-vettel,9,pirelli,5
1:18.732,alpine,renault,+0.051,+1.431,27,fernando-alonso,10,pirelli,14
1:18.841,alfa-romeo,ferrari,+0.109,+1.540,25,kimi-raikkonen,11,pirelli,7
1:18.979,mclaren,mercedes,+0.138,+1.678,27,lando-norris,12,pirelli,4
1:19.227,alfa-romeo,ferrari,+0.248,+1.926,31,antonio-giovinazzi,13,pirelli,99
1:19.431,alpine,renault,+0.204,+2.130,37,esteban-ocon,14,pirelli,31
1:19.521,mclaren,mercedes,+0.090,+2.220,7,daniel-ricciardo,15,pirelli,3
1:19.620,haas,ferrari,+0.099,+2.319,30,mick-schumacher,16,pirelli,47
1:19.730,aston-martin,mercedes,+0.110,+2.429,36,lance-stroll,17,pirelli,18
1:20.820,williams,mercedes,+1.090,+3.519,17,nicholas-latifi,18,pirelli,6
1:21.581,haas,ferrari,+0.761,+4.280,28,nikita-mazepin,19,pirelli,9
,williams,mercedes,,,2,george-russell,20,pirelli,63
