time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:17.774,mercedes,mercedes,,,valtteri-bottas,1,pirelli,69,77
1:18.999,red-bull,honda,+1.225,+1.225,max-verstappen,2,pirelli,52,33
1:19.468,red-bull,honda,+0.469,+1.694,sergio-perez,3,pirelli,49,11
1:19.820,mercedes,mercedes,+0.352,+2.046,lewis-hamilton,4,pirelli,66,44
1:20.081,ferrari,ferrari,+0.261,+2.307,carlos-sainz-jr,5,pirelli,63,55
1:20.460,aston-martin,mercedes,+0.379,+2.686,sebastian-vettel,6,pirelli,70,5
1:20.510,alphatauri,honda,+0.050,+2.736,pierre-gasly,7,pirelli,66,10
1:20.617,mclaren,mercedes,+0.107,+2.843,lando-norris,8,pirelli,67,4
1:20.665,ferrari,ferrari,+0.048,+2.891,charles-leclerc,9,pirelli,63,16
1:20.711,alpine,renault,+0.046,+2.937,fernando-alonso,10,pirelli,54,14
1:20.713,alfa-romeo,ferrari,+0.002,+2.939,kimi-raikkonen,11,pirelli,63,7
1:20.930,aston-martin,mercedes,+0.217,+3.156,lance-stroll,12,pirelli,61,18
1:21.069,mclaren,mercedes,+0.139,+3.295,daniel-ricciardo,13,pirelli,40,3
1:21.348,alpine,renault,+0.279,+3.574,esteban-ocon,14,pirelli,67,31
1:21.402,haas,ferrari,+0.054,+3.628,nikita-mazepin,15,pirelli,61,9
1:21.523,alfa-romeo,ferrari,+0.121,+3.749,antonio-giovinazzi,16,pirelli,68,99
1:21.546,williams,mercedes,+0.023,+3.772,nicholas-latifi,17,pirelli,66,6
1:22.016,williams,mercedes,+0.470,+4.242,george-russell,18,pirelli,61,63
