constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,honda,36.9,sergio-perez,1,pirelli,11
red-bull,honda,13.5,max-verstappen,2,pirelli,33
alphatauri,honda,7.4,pierre-gasly,3,pirelli,10
mercedes,mercedes,6.5,lewis-hamilton,4,pirelli,44
mclaren,mercedes,5.9,lando-norris,5,pirelli,4
