time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:18.399,mercedes,mercedes,,,22,george-russell,1,pirelli,63
1:18.543,mercedes,mercedes,+0.144,+0.144,23,lewis-hamilton,2,pirelli,44
1:18.876,red-bull,rbpt,+0.333,+0.477,18,max-verstappen,3,pirelli,1
1:19.123,ferrari,ferrari,+0.247,+0.724,23,charles-leclerc,4,pirelli,16
1:19.241,red-bull,rbpt,+0.118,+0.842,24,sergio-perez,5,pirelli,11
1:19.301,ferrari,ferrari,+0.060,+0.902,20,carlos-sainz-jr,6,pirelli,55
1:19.317,mclaren,mercedes,+0.016,+0.918,22,lando-norris,7,pirelli,4
1:19.390,alfa-romeo,ferrari,+0.073,+0.991,28,valtteri-bottas,8,pirelli,77
1:19.882,alphatauri,rbpt,+0.492,+1.483,24,yuki-tsunoda,9,pirelli,22
1:19.917,williams,mercedes,+0.035,+1.518,18,alexander-albon,10,pirelli,23
1:19.960,alpine,renault,+0.043,+1.561,19,esteban-ocon,11,pirelli,31
1:20.019,alfa-romeo,ferrari,+0.059,+1.620,25,guanyu-zhou,12,pirelli,24
1:20.037,alpine,renault,+0.018,+1.638,16,fernando-alonso,13,pirelli,14
1:20.139,mclaren,mercedes,+0.102,+1.740,22,daniel-ricciardo,14,pirelli,3
1:20.330,alphatauri,rbpt,+0.191,+1.931,24,pierre-gasly,15,pirelli,10
1:20.477,aston-martin,mercedes,+0.147,+2.078,20,lance-stroll,16,pirelli,18
1:20.598,haas,ferrari,+0.121,+2.199,24,mick-schumacher,17,pirelli,47
1:20.848,williams,mercedes,+0.250,+2.449,21,nicholas-latifi,18,pirelli,6
1:20.986,aston-martin,mercedes,+0.138,+2.587,22,sebastian-vettel,19,pirelli,5
1:21.271,haas,ferrari,+0.285,+2.872,25,kevin-magnussen,20,pirelli,20
