time,constructorId,engineManufacturerId,stop,driverId,position,tyreManufacturerId,lap,driverNumber
23.509,aston-martin,mercedes,1,lance-stroll,1,pirelli,17,18
24.892,red-bull,rbpt,1,sergio-perez,2,pirelli,23,11
23.826,williams,mercedes,1,nicholas-latifi,3,pirelli,23,6
23.679,haas,ferrari,1,mick-schumacher,4,pirelli,24,47
22.487,red-bull,rbpt,1,max-verstappen,5,pirelli,25,1
22.193,ferrari,ferrari,1,charles-leclerc,6,pirelli,28,16
23.194,mercedes,mercedes,1,lewis-hamilton,7,pirelli,29,44
23.469,ferrari,ferrari,1,carlos-sainz-jr,8,pirelli,29,55
22.468,alphatauri,rbpt,1,yuki-tsunoda,9,pirelli,29,22
22.585,mclaren,mercedes,1,lando-norris,10,pirelli,31,4
22.343,alpine,renault,1,esteban-ocon,11,pirelli,33,31
22.795,mercedes,mercedes,1,george-russell,12,pirelli,34,63
22.534,aston-martin,mercedes,1,sebastian-vettel,13,pirelli,38,5
23.182,williams,mercedes,1,alexander-albon,14,pirelli,38,23
23.722,haas,ferrari,1,kevin-magnussen,15,pirelli,38,20
23.863,alfa-romeo,ferrari,1,valtteri-bottas,16,pirelli,39,77
23.159,alpine,renault,1,fernando-alonso,17,pirelli,40,14
29.168,alphatauri,rbpt,1,pierre-gasly,18,pirelli,40,10
23.119,aston-martin,mercedes,2,lance-stroll,19,pirelli,40,18
22.280,mclaren,mercedes,1,daniel-ricciardo,20,pirelli,44,3
24.218,alfa-romeo,ferrari,1,guanyu-zhou,21,pirelli,45,24
24.039,williams,mercedes,2,nicholas-latifi,22,pirelli,52,6
23.118,mercedes,mercedes,2,george-russell,23,pirelli,69,63
