engineManufacturerId,constructorId,position,points
rbpt,red-bull,1,696
ferrari,ferrari,2,487
mercedes,mercedes,3,447
renault,alpine,4,153
mercedes,mclaren,5,146
ferrari,alfa-romeo,6,53
mercedes,aston-martin,7,49
ferrari,haas,8,36
rbpt,alphatauri,9,35
mercedes,williams,10,8
