time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:17.775,red-bull,rbpt,,max-verstappen,1,pirelli,1
1:18.079,mercedes,mercedes,,george-russell,2,pirelli,63
1:18.084,mercedes,mercedes,,lewis-hamilton,3,pirelli,44
1:18.128,red-bull,rbpt,,sergio-perez,4,pirelli,11
1:18.351,ferrari,ferrari,,carlos-sainz-jr,5,pirelli,55
1:18.401,alfa-romeo,ferrari,,valtteri-bottas,6,pirelli,77
1:18.555,ferrari,ferrari,,charles-leclerc,7,pirelli,16
1:18.721,mclaren,mercedes,,lando-norris,8,pirelli,4
1:18.939,alpine,renault,,fernando-alonso,9,pirelli,14
1:19.010,alpine,renault,,esteban-ocon,10,pirelli,31
1:19.325,mclaren,mercedes,,daniel-ricciardo,11,pirelli,3
1:19.476,alfa-romeo,ferrari,,guanyu-zhou,12,pirelli,24
1:19.589,alphatauri,rbpt,,yuki-tsunoda,13,pirelli,22
1:19.672,alphatauri,rbpt,,pierre-gasly,14,pirelli,10
1:20.419,haas,ferrari,,mick-schumacher,15,pirelli,47
1:20.419,aston-martin,mercedes,,sebastian-vettel,16,pirelli,5
1:20.859,williams,mercedes,,alexander-albon,17,pirelli,23
1:21.167,williams,mercedes,,nicholas-latifi,18,pirelli,6
1:19.833,haas,ferrari,5,kevin-magnussen,19,pirelli,20
1:20.520,aston-martin,mercedes,3,lance-stroll,20,pirelli,18
