constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mclaren,mercedes,24.4,daniel-ricciardo,1,pirelli,3
red-bull,rbpt,16.7,sergio-perez,2,pirelli,11
red-bull,rbpt,12,max-verstappen,3,pirelli,1
mercedes,mercedes,10.6,lewis-hamilton,4,pirelli,44
aston-martin,mercedes,5,sebastian-vettel,5,pirelli,5
