driverId,position,points
lewis-hamilton,1,107
max-verstappen,2,77
valtteri-bottas,3,73
charles-leclerc,4,45
lando-norris,5,38
alexander-albon,6,36
lance-stroll,7,28
sergio-perez,8,22
daniel-ricciardo,9,20
esteban-ocon,10,16
carlos-sainz-jr,11,15
pierre-gasly,12,12
sebastian-vettel,13,10
nico-hulkenberg,14,6
antonio-giovinazzi,15,2
daniil-kvyat,16,2
kevin-magnussen,17,1
kimi-raikkonen,18,0
nicholas-latifi,19,0
george-russell,20,0
romain-grosjean,21,0
