time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:26.166,mercedes,mercedes,,,21,valtteri-bottas,1,pirelli,77
1:26.304,mercedes,mercedes,+0.138,+0.138,23,lewis-hamilton,2,pirelli,44
1:26.893,red-bull,honda,+0.589,+0.727,24,max-verstappen,3,pirelli,33
1:26.942,racing-point,bwt-mercedes,+0.049,+0.776,25,nico-hulkenberg,4,pirelli,27
1:27.062,ferrari,ferrari,+0.120,+0.896,20,charles-leclerc,5,pirelli,16
1:27.280,red-bull,honda,+0.218,+1.114,22,alexander-albon,6,pirelli,23
1:27.498,ferrari,ferrari,+0.218,+1.332,21,sebastian-vettel,7,pirelli,5
1:27.539,racing-point,bwt-mercedes,+0.041,+1.373,26,lance-stroll,8,pirelli,18
1:27.653,alphatauri,honda,+0.114,+1.487,27,daniil-kvyat,9,pirelli,26
1:27.701,renault,renault,+0.048,+1.535,23,esteban-ocon,10,pirelli,31
1:27.707,alphatauri,honda,+0.006,+1.541,23,pierre-gasly,11,pirelli,10
1:27.846,mclaren,renault,+0.139,+1.680,26,lando-norris,12,pirelli,4
1:27.908,haas,ferrari,+0.062,+1.742,26,romain-grosjean,13,pirelli,8
1:28.138,mclaren,renault,+0.230,+1.972,28,carlos-sainz-jr,14,pirelli,55
1:28.170,williams,mercedes,+0.032,+2.004,24,george-russell,15,pirelli,63
1:28.226,williams,mercedes,+0.056,+2.060,24,nicholas-latifi,16,pirelli,6
1:28.511,renault,renault,+0.285,+2.345,23,daniel-ricciardo,17,pirelli,3
1:28.655,alfa-romeo,ferrari,+0.144,+2.489,24,kimi-raikkonen,18,pirelli,7
1:28.960,alfa-romeo,ferrari,+0.305,+2.794,22,robert-kubica,19,pirelli,88
1:29.319,haas,ferrari,+0.359,+3.153,17,kevin-magnussen,20,pirelli,20
