time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:26.621,mercedes,mercedes,,,15,lewis-hamilton,1,pirelli,44
1:26.784,mercedes,mercedes,+0.163,+0.163,16,valtteri-bottas,2,pirelli,77
1:27.202,mclaren,renault,+0.418,+0.581,20,lando-norris,3,pirelli,4
1:27.256,racing-point,bwt-mercedes,+0.054,+0.635,16,nico-hulkenberg,4,pirelli,27
1:27.263,racing-point,bwt-mercedes,+0.007,+0.642,15,lance-stroll,5,pirelli,18
1:27.328,ferrari,ferrari,+0.065,+0.707,18,charles-leclerc,6,pirelli,16
1:27.455,red-bull,honda,+0.127,+0.834,12,max-verstappen,7,pirelli,33
1:27.474,red-bull,honda,+0.019,+0.853,15,alexander-albon,8,pirelli,23
1:27.496,renault,renault,+0.022,+0.875,15,esteban-ocon,9,pirelli,31
1:27.627,mclaren,renault,+0.131,+1.006,22,carlos-sainz-jr,10,pirelli,55
1:27.659,alphatauri,honda,+0.032,+1.038,15,pierre-gasly,11,pirelli,10
1:27.754,alphatauri,honda,+0.095,+1.133,18,daniil-kvyat,12,pirelli,26
1:27.811,ferrari,ferrari,+0.057,+1.190,20,sebastian-vettel,13,pirelli,5
1:27.815,renault,renault,+0.004,+1.194,12,daniel-ricciardo,14,pirelli,3
1:28.076,haas,ferrari,+0.261,+1.455,15,romain-grosjean,15,pirelli,8
1:28.125,williams,mercedes,+0.049,+1.504,14,nicholas-latifi,16,pirelli,6
1:28.349,williams,mercedes,+0.224,+1.728,17,george-russell,17,pirelli,63
1:28.468,alfa-romeo,ferrari,+0.119,+1.847,13,antonio-giovinazzi,18,pirelli,99
1:28.538,alfa-romeo,ferrari,+0.070,+1.917,12,kimi-raikkonen,19,pirelli,7
1:28.763,haas,ferrari,+0.225,+2.142,16,kevin-magnussen,20,pirelli,20
