id,round,date,time,grandPrixId,officialName,qualifyingFormat,sprintQualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance,scheduledLaps,scheduledDistance,freePractice1Date,freePractice1Time,sprintQualifyingDate,sprintQualifyingTime,sprintRaceDate,sprintRaceTime,qualifyingDate,qualifyingTime
1122,21,2024-11-03,930,sao-paulo,Formula 1 Lenovo Grande Prêmio de São Paulo 2024,KNOCKOUT,SPRINT_SHOOTOUT,interlagos,RACE,ANTI_CLOCKWISE,4.309,15,69,297.261,71,305.879,2024-11-01,870,2024-11-01,1110,2024-11-02,840,2024-11-03,630
