constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,honda-rbpt,39.6,max-verstappen,1,pirelli,1
alpine,renault,11.1,esteban-ocon,2,pirelli,31
williams,mercedes,6.7,franco-colapinto,3,pirelli,43
alpine,renault,5.5,pierre-gasly,4,pirelli,10
mclaren,mercedes,5.1,lando-norris,5,pirelli,4
