constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
rb,honda-rbpt,20.1,daniel-ricciardo,1,pirelli,3
mclaren,mercedes,17.8,lando-norris,2,pirelli,4
ferrari,ferrari,13.6,charles-leclerc,3,pirelli,16
williams,mercedes,8.7,franco-colapinto,4,pirelli,43
mclaren,mercedes,8,oscar-piastri,5,pirelli,81
