engineManufacturerId,constructorId,position,points
mercedes,mclaren,1,516
honda-rbpt,red-bull,2,475
ferrari,ferrari,3,441
mercedes,mercedes,4,329
mercedes,aston-martin,5,86
honda-rbpt,rb,6,34
ferrari,haas,7,31
mercedes,williams,8,16
renault,alpine,9,13
ferrari,kick-sauber,10,0
