constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,21.2,carlos-sainz-jr,1,pirelli,55
alphatauri,honda-rbpt,14.4,liam-lawson,2,pirelli,40
mclaren,mercedes,13.6,lando-norris,3,pirelli,4
mercedes,mercedes,9.8,george-russell,4,pirelli,63
red-bull,honda-rbpt,7.6,max-verstappen,5,pirelli,1
