driverId,position,points
max-verstappen,1,144
sergio-perez,2,105
fernando-alonso,3,93
lewis-hamilton,4,69
george-russell,5,50
carlos-sainz-jr,6,48
charles-leclerc,7,42
lance-stroll,8,27
esteban-ocon,9,21
pierre-gasly,10,14
lando-norris,11,12
nico-hulkenberg,12,6
oscar-piastri,13,5
valtteri-bottas,14,4
guanyu-zhou,15,2
yuki-tsunoda,16,2
kevin-magnussen,17,2
alexander-albon,18,1
nyck-de-vries,19,0
logan-sargeant,20,0
