engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,249
mercedes,aston-martin,2,120
mercedes,mercedes,3,119
ferrari,ferrari,4,90
renault,alpine,5,35
mercedes,mclaren,6,17
ferrari,haas,7,8
ferrari,alfa-romeo,8,6
honda-rbpt,alphatauri,9,2
mercedes,williams,10,1
