id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1085,6,2023-05-28,monaco,Formula 1 Grand Prix de Monaco 2023,KNOCKOUT,monaco,STREET,CLOCKWISE,3.337,19,78,260.286
