time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:04.304,mercedes,mercedes,,,42,lewis-hamilton,1,pirelli,44
1:04.501,mercedes,mercedes,+0.197,+0.197,37,valtteri-bottas,2,pirelli,77
1:04.945,racing-point,bwt-mercedes,+0.444,+0.641,48,sergio-perez,3,pirelli,11
1:04.961,ferrari,ferrari,+0.016,+0.657,48,sebastian-vettel,4,pirelli,5
1:04.972,renault,renault,+0.011,+0.668,36,daniel-ricciardo,5,pirelli,3
1:05.087,mclaren,renault,+0.115,+0.783,38,lando-norris,6,pirelli,4
1:05.135,racing-point,bwt-mercedes,+0.048,+0.831,48,lance-stroll,7,pirelli,18
1:05.215,red-bull,honda,+0.080,+0.911,41,max-verstappen,8,pirelli,33
1:05.298,ferrari,ferrari,+0.083,+0.994,46,charles-leclerc,9,pirelli,16
1:05.352,mclaren,renault,+0.054,+1.048,37,carlos-sainz-jr,10,pirelli,55
1:05.415,renault,renault,+0.063,+1.111,42,esteban-ocon,11,pirelli,31
1:05.443,alphatauri,honda,+0.028,+1.139,34,daniil-kvyat,12,pirelli,26
1:05.453,red-bull,honda,+0.010,+1.149,47,alexander-albon,13,pirelli,23
1:05.608,alfa-romeo,ferrari,+0.155,+1.304,49,antonio-giovinazzi,14,pirelli,99
1:05.678,haas,ferrari,+0.070,+1.374,44,kevin-magnussen,15,pirelli,20
1:05.908,haas,ferrari,+0.230,+1.604,50,romain-grosjean,16,pirelli,8
1:06.016,alphatauri,honda,+0.108,+1.712,51,pierre-gasly,17,pirelli,10
1:06.125,williams,mercedes,+0.109,+1.821,40,george-russell,18,pirelli,63
1:06.278,alfa-romeo,ferrari,+0.153,+1.974,44,kimi-raikkonen,19,pirelli,7
1:07.124,williams,mercedes,+0.846,+2.820,45,nicholas-latifi,20,pirelli,6
