engineManufacturerId,constructorId,position,points
mercedes,mercedes,1,37
renault,mclaren,2,26
ferrari,ferrari,3,19
bwt-mercedes,racing-point,4,8
honda,alphatauri,5,6
renault,renault,6,4
ferrari,alfa-romeo,7,2
mercedes,williams,8,0
honda,red-bull,9,0
