driverId,position,points
valtteri-bottas,1,25
charles-leclerc,2,18
lando-norris,3,16
lewis-hamilton,4,12
carlos-sainz-jr,5,10
sergio-perez,6,8
pierre-gasly,7,6
esteban-ocon,8,4
antonio-giovinazzi,9,2
sebastian-vettel,10,1
nicholas-latifi,11,0
daniil-kvyat,12,0
alexander-albon,13,0
