time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:02.939,mercedes,mercedes,,valtteri-bottas,1,pirelli,77
1:03.477,red-bull,honda,,max-verstappen,2,pirelli,33
1:03.626,mclaren,renault,,lando-norris,3,pirelli,4
1:03.868,red-bull,honda,,alexander-albon,4,pirelli,23
1:02.951,mercedes,mercedes,3,lewis-hamilton,5,pirelli,44
1:03.868,racing-point,bwt-mercedes,,sergio-perez,6,pirelli,11
1:03.923,ferrari,ferrari,,charles-leclerc,7,pirelli,16
1:03.971,mclaren,renault,,carlos-sainz-jr,8,pirelli,55
1:04.029,racing-point,bwt-mercedes,,lance-stroll,9,pirelli,18
1:04.239,renault,renault,,daniel-ricciardo,10,pirelli,3
1:04.206,ferrari,ferrari,,sebastian-vettel,11,pirelli,5
1:04.305,alphatauri,honda,,pierre-gasly,12,pirelli,10
1:04.431,alphatauri,honda,,daniil-kvyat,13,pirelli,26
1:04.643,renault,renault,,esteban-ocon,14,pirelli,31
1:04.691,haas,ferrari,,romain-grosjean,15,pirelli,8
1:05.164,haas,ferrari,,kevin-magnussen,16,pirelli,20
1:05.167,williams,mercedes,,george-russell,17,pirelli,63
1:05.175,alfa-romeo,ferrari,,antonio-giovinazzi,18,pirelli,99
1:05.224,alfa-romeo,ferrari,,kimi-raikkonen,19,pirelli,7
1:05.757,williams,mercedes,,nicholas-latifi,20,pirelli,6
