time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:04.130,mercedes,mercedes,,,21,lewis-hamilton,1,pirelli,44
1:04.277,mercedes,mercedes,+0.147,+0.147,22,valtteri-bottas,2,pirelli,77
1:04.413,red-bull,honda,+0.136,+0.283,20,max-verstappen,3,pirelli,33
1:04.605,racing-point,bwt-mercedes,+0.192,+0.475,19,sergio-perez,4,pirelli,11
1:04.703,ferrari,ferrari,+0.098,+0.573,19,charles-leclerc,5,pirelli,16
1:04.725,red-bull,honda,+0.022,+0.595,22,alexander-albon,6,pirelli,23
1:04.851,ferrari,ferrari,+0.126,+0.721,20,sebastian-vettel,7,pirelli,5
1:04.918,racing-point,bwt-mercedes,+0.067,+0.788,18,lance-stroll,8,pirelli,18
1:04.949,alphatauri,honda,+0.031,+0.819,19,pierre-gasly,9,pirelli,10
1:04.950,mclaren,renault,+0.001,+0.820,22,lando-norris,10,pirelli,4
1:05.037,renault,renault,+0.087,+0.907,11,esteban-ocon,11,pirelli,31
1:05.088,renault,renault,+0.051,+0.958,13,daniel-ricciardo,12,pirelli,3
1:05.177,mclaren,renault,+0.089,+1.047,24,carlos-sainz-jr,13,pirelli,55
1:05.290,alphatauri,honda,+0.113,+1.160,24,daniil-kvyat,14,pirelli,26
1:05.363,haas,ferrari,+0.073,+1.233,18,romain-grosjean,15,pirelli,8
1:05.565,williams,mercedes,+0.202,+1.435,21,george-russell,16,pirelli,63
1:05.648,haas,ferrari,+0.083,+1.518,18,kevin-magnussen,17,pirelli,20
1:05.654,alfa-romeo,ferrari,+0.006,+1.524,16,antonio-giovinazzi,18,pirelli,99
1:05.773,alfa-romeo,ferrari,+0.119,+1.643,19,kimi-raikkonen,19,pirelli,7
1:07.049,williams,mercedes,+1.276,+2.919,6,nicholas-latifi,20,pirelli,6
