id,round,date,grandPrixId,officialName,qualifyingFormat,sprintQualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1083,4,2023-04-30,azerbaijan,Formula 1 Azerbaijan Grand Prix 2023,KNOCKOUT,SPRINT_SHOOTOUT,baku,STREET,ANTI_CLOCKWISE,6.003,20,51,306.049
