engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,180
mercedes,aston-martin,2,87
mercedes,mercedes,3,76
ferrari,ferrari,4,62
mercedes,mclaren,5,14
renault,alpine,6,8
ferrari,haas,7,7
ferrari,alfa-romeo,8,6
honda-rbpt,alphatauri,9,2
mercedes,williams,10,1
