constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,honda-rbpt,29.1,sergio-perez,1,pirelli,11
aston-martin,mercedes,14.3,fernando-alonso,2,pirelli,14
ferrari,ferrari,11.4,charles-leclerc,3,pirelli,16
mercedes,mercedes,9.1,lewis-hamilton,4,pirelli,44
red-bull,honda-rbpt,6.6,max-verstappen,5,pirelli,1
