constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mercedes,mercedes,48.8,george-russell,1,pirelli,63
racing-point,bwt-mercedes,23.5,sergio-perez,2,pirelli,11
haas,ferrari,5.8,pietro-fittipaldi,3,pirelli,51
renault,renault,3.4,esteban-ocon,4,pirelli,31
red-bull,honda,2.3,max-verstappen,5,pirelli,33
