driverId,position,points
lewis-hamilton,1,88
valtteri-bottas,2,58
max-verstappen,3,52
lando-norris,4,36
charles-leclerc,5,33
alexander-albon,6,26
sergio-perez,7,22
lance-stroll,8,20
daniel-ricciardo,9,20
carlos-sainz-jr,10,15
esteban-ocon,11,12
pierre-gasly,12,12
sebastian-vettel,13,10
antonio-giovinazzi,14,2
daniil-kvyat,15,1
kevin-magnussen,16,1
nicholas-latifi,17,0
kimi-raikkonen,18,0
george-russell,19,0
romain-grosjean,20,0
