time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:24.303,mercedes,mercedes,,lewis-hamilton,1,pirelli,44
1:24.616,mercedes,mercedes,,valtteri-bottas,2,pirelli,77
1:25.325,red-bull,honda,,max-verstappen,3,pirelli,33
1:25.427,ferrari,ferrari,,charles-leclerc,4,pirelli,16
1:25.782,mclaren,renault,,lando-norris,5,pirelli,4
1:25.839,racing-point,bwt-mercedes,,lance-stroll,6,pirelli,18
1:25.965,mclaren,renault,,carlos-sainz-jr,7,pirelli,55
1:26.009,renault,renault,,daniel-ricciardo,8,pirelli,3
1:26.209,renault,renault,,esteban-ocon,9,pirelli,31
1:26.339,ferrari,ferrari,,sebastian-vettel,10,pirelli,5
1:26.501,alphatauri,honda,,pierre-gasly,11,pirelli,10
1:26.545,red-bull,honda,,alexander-albon,12,pirelli,23
1:26.566,racing-point,bwt-mercedes,,nico-hulkenberg,13,pirelli,27
1:27.158,haas,ferrari,,kevin-magnussen,14,pirelli,20
1:27.164,alfa-romeo,ferrari,,antonio-giovinazzi,15,pirelli,99
1:27.366,alfa-romeo,ferrari,,kimi-raikkonen,16,pirelli,7
1:27.643,haas,ferrari,,romain-grosjean,17,pirelli,8
1:27.705,williams,mercedes,,nicholas-latifi,18,pirelli,6
1:26.744,alphatauri,honda,5,daniil-kvyat,19,pirelli,26
1:27.092,williams,mercedes,5,george-russell,20,pirelli,63
