time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:27.097,red-bull,honda,,,max-verstappen,1,pirelli,52,33
1:28.689,red-bull,honda,+1.592,+1.592,alexander-albon,2,pirelli,52,23
1:29.238,mercedes,mercedes,+0.549,+2.141,lewis-hamilton,3,pirelli,45,44
1:29.265,mercedes,mercedes,+0.027,+2.168,valtteri-bottas,4,pirelli,41,77
1:29.482,renault,renault,+0.217,+2.385,daniel-ricciardo,5,pirelli,49,3
1:29.491,renault,renault,+0.009,+2.394,esteban-ocon,6,pirelli,50,31
1:29.603,alphatauri,honda,+0.112,+2.506,pierre-gasly,7,pirelli,52,10
1:29.782,haas,ferrari,+0.179,+2.685,romain-grosjean,8,pirelli,49,8
1:29.813,ferrari,ferrari,+0.031,+2.716,charles-leclerc,9,pirelli,49,16
1:29.948,mclaren,renault,+0.135,+2.851,carlos-sainz-jr,10,pirelli,47,55
1:29.973,alfa-romeo,ferrari,+0.025,+2.876,kimi-raikkonen,11,pirelli,49,7
1:30.058,mclaren,renault,+0.085,+2.961,lando-norris,12,pirelli,41,4
1:30.475,racing-point,bwt-mercedes,+0.417,+3.378,lance-stroll,13,pirelli,44,18
1:30.501,williams,mercedes,+0.026,+3.404,nicholas-latifi,14,pirelli,44,6
1:30.537,ferrari,ferrari,+0.036,+3.440,sebastian-vettel,15,pirelli,44,5
1:30.862,williams,mercedes,+0.325,+3.765,george-russell,16,pirelli,41,63
1:30.977,alfa-romeo,ferrari,+0.115,+3.880,antonio-giovinazzi,17,pirelli,49,99
1:32.443,alphatauri,honda,+1.466,+5.346,daniil-kvyat,18,pirelli,11,26
