q1,constructorId,q2,engineManufacturerId,interval,gap,q3,driverId,laps,position,tyreManufacturerId,driverNumber
1:25.900,mercedes,1:25.347,mercedes,,,1:24.303,lewis-hamilton,22,1,pirelli,44
1:25.801,mercedes,1:25.015,mercedes,+0.313,+0.313,1:24.616,valtteri-bottas,17,2,pirelli,77
1:26.115,red-bull,1:26.144,honda,+0.709,+1.022,1:25.325,max-verstappen,15,3,pirelli,33
1:26.550,ferrari,1:26.203,ferrari,+0.102,+1.124,1:25.427,charles-leclerc,16,4,pirelli,16
1:26.855,mclaren,1:26.420,renault,+0.355,+1.479,1:25.782,lando-norris,20,5,pirelli,4
1:26.243,racing-point,1:26.501,bwt-mercedes,+0.057,+1.536,1:25.839,lance-stroll,20,6,pirelli,18
1:26.715,mclaren,1:26.149,renault,+0.126,+1.662,1:25.965,carlos-sainz-jr,20,7,pirelli,55
1:26.677,renault,1:26.339,renault,+0.044,+1.706,1:26.009,daniel-ricciardo,19,8,pirelli,3
1:26.396,renault,1:26.252,renault,+0.200,+1.906,1:26.209,esteban-ocon,20,9,pirelli,31
1:26.469,ferrari,1:26.455,ferrari,+0.130,+2.036,1:26.339,sebastian-vettel,20,10,pirelli,5
1:26.343,alphatauri,1:26.501,honda,,,,pierre-gasly,12,11,pirelli,10
1:26.565,red-bull,1:26.545,honda,,,,alexander-albon,11,12,pirelli,23
1:26.327,racing-point,1:26.566,bwt-mercedes,,,,nico-hulkenberg,14,13,pirelli,27
1:26.774,alphatauri,1:26.744,honda,,,,daniil-kvyat,12,14,pirelli,26
1:26.732,williams,1:27.092,mercedes,,,,george-russell,14,15,pirelli,63
1:27.158,haas,,ferrari,,,,kevin-magnussen,9,16,pirelli,20
1:27.164,alfa-romeo,,ferrari,,,,antonio-giovinazzi,9,17,pirelli,99
1:27.366,alfa-romeo,,ferrari,,,,kimi-raikkonen,9,18,pirelli,7
1:27.643,haas,,ferrari,,,,romain-grosjean,9,19,pirelli,8
1:27.705,williams,,mercedes,,,,nicholas-latifi,7,20,pirelli,6
