engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,452
mercedes,mercedes,2,223
mercedes,aston-martin,3,184
ferrari,ferrari,4,167
mercedes,mclaren,5,87
renault,alpine,6,47
mercedes,williams,7,11
ferrari,haas,8,11
ferrari,alfa-romeo,9,9
honda-rbpt,alphatauri,10,2
