constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mclaren,mercedes,24.6,lando-norris,1,pirelli,4
ferrari,ferrari,17.5,charles-leclerc,2,pirelli,16
mercedes,mercedes,14,lewis-hamilton,3,pirelli,44
ferrari,ferrari,8.6,carlos-sainz-jr,4,pirelli,55
red-bull,honda-rbpt,7.8,max-verstappen,5,pirelli,1
