engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,434
mercedes,mclaren,2,404
ferrari,ferrari,3,370
mercedes,mercedes,4,276
mercedes,aston-martin,5,74
honda-rbpt,rb,6,34
ferrari,haas,7,27
renault,alpine,8,13
mercedes,williams,9,4
ferrari,kick-sauber,10,0
