time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:29.402,ferrari,ferrari,,,24,charles-leclerc,1,pirelli,16
1:30.279,ferrari,ferrari,+0.877,+0.877,25,carlos-sainz-jr,2,pirelli,55
1:30.867,red-bull,rbpt,+0.588,+1.465,21,max-verstappen,3,pirelli,1
1:32.439,haas,ferrari,+1.572,+3.037,23,kevin-magnussen,4,pirelli,20
1:32.988,haas,ferrari,+0.549,+3.586,23,mick-schumacher,5,pirelli,47
1:33.012,red-bull,rbpt,+0.024,+3.610,17,sergio-perez,6,pirelli,11
1:33.160,alpine,renault,+0.148,+3.758,13,fernando-alonso,7,pirelli,14
1:33.365,aston-martin,mercedes,+0.205,+3.963,22,sebastian-vettel,8,pirelli,5
1:33.611,alphatauri,rbpt,+0.246,+4.209,18,yuki-tsunoda,9,pirelli,22
1:34.262,mercedes,mercedes,+0.651,+4.860,21,george-russell,10,pirelli,63
1:34.615,alfa-romeo,ferrari,+0.353,+5.213,19,valtteri-bottas,11,pirelli,77
1:35.104,alphatauri,rbpt,+0.489,+5.702,19,pierre-gasly,12,pirelli,10
1:35.420,alpine,renault,+0.316,+6.018,14,esteban-ocon,13,pirelli,31
1:35.502,mclaren,mercedes,+0.082,+6.100,12,lando-norris,14,pirelli,4
1:35.625,mclaren,mercedes,+0.123,+6.223,15,daniel-ricciardo,15,pirelli,3
1:36.033,aston-martin,mercedes,+0.408,+6.631,23,lance-stroll,16,pirelli,18
1:36.461,williams,mercedes,+0.428,+7.059,17,alexander-albon,17,pirelli,23
1:36.464,mercedes,mercedes,+0.003,+7.062,17,lewis-hamilton,18,pirelli,44
1:37.450,alfa-romeo,ferrari,+0.986,+8.048,22,guanyu-zhou,19,pirelli,24
1:39.698,williams,mercedes,+2.248,+10.296,15,nicholas-latifi,20,pirelli,6
