engineManufacturerId,constructorId,position,points
ferrari,ferrari,1,124
rbpt,red-bull,2,113
mercedes,mercedes,3,77
mercedes,mclaren,4,46
ferrari,alfa-romeo,5,25
renault,alpine,6,22
rbpt,alphatauri,7,16
ferrari,haas,8,15
mercedes,aston-martin,9,5
mercedes,williams,10,1
