constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,rbpt,14.7,max-verstappen,1,pirelli,1
red-bull,rbpt,11.5,sergio-perez,2,pirelli,11
mclaren,mercedes,11,lando-norris,3,pirelli,4
mercedes,mercedes,9.3,george-russell,4,pirelli,63
alphatauri,rbpt,8.7,yuki-tsunoda,5,pirelli,22
