driverId,position,points
lewis-hamilton,1,205
valtteri-bottas,2,161
max-verstappen,3,128
lando-norris,4,65
alexander-albon,5,64
daniel-ricciardo,6,63
charles-leclerc,7,57
lance-stroll,8,57
sergio-perez,9,56
pierre-gasly,10,45
carlos-sainz-jr,11,41
esteban-ocon,12,36
sebastian-vettel,13,17
daniil-kvyat,14,14
nico-hulkenberg,15,6
kimi-raikkonen,16,2
antonio-giovinazzi,17,2
kevin-magnussen,18,1
nicholas-latifi,19,0
george-russell,20,0
romain-grosjean,21,0
