time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:33.519,mercedes,mercedes,,,37,valtteri-bottas,1,pirelli,77
1:33.786,mercedes,mercedes,+0.267,+0.267,33,lewis-hamilton,2,pirelli,44
1:34.577,renault,renault,+0.791,+1.058,27,daniel-ricciardo,3,pirelli,3
1:34.723,mclaren,renault,+0.146,+1.204,36,carlos-sainz-jr,4,pirelli,55
1:34.847,mclaren,renault,+0.124,+1.328,33,lando-norris,5,pirelli,4
1:34.890,racing-point,bwt-mercedes,+0.043,+1.371,35,sergio-perez,6,pirelli,11
1:35.048,red-bull,honda,+0.158,+1.529,30,max-verstappen,7,pirelli,33
1:35.052,ferrari,ferrari,+0.004,+1.533,35,charles-leclerc,8,pirelli,16
1:35.139,renault,renault,+0.087,+1.620,28,esteban-ocon,9,pirelli,31
1:35.183,ferrari,ferrari,+0.044,+1.664,35,sebastian-vettel,10,pirelli,5
1:35.210,alphatauri,honda,+0.027,+1.691,35,pierre-gasly,11,pirelli,10
1:35.242,red-bull,honda,+0.032,+1.723,31,alexander-albon,12,pirelli,23
1:35.461,alphatauri,honda,+0.219,+1.942,37,daniil-kvyat,13,pirelli,26
1:35.516,alfa-romeo,ferrari,+0.055,+1.997,33,kimi-raikkonen,14,pirelli,7
1:35.563,williams,mercedes,+0.047,+2.044,31,nicholas-latifi,15,pirelli,6
1:35.575,williams,mercedes,+0.012,+2.056,30,george-russell,16,pirelli,63
1:35.627,racing-point,bwt-mercedes,+0.052,+2.108,34,lance-stroll,17,pirelli,18
1:35.729,haas,ferrari,+0.102,+2.210,32,kevin-magnussen,18,pirelli,20
1:36.053,alfa-romeo,ferrari,+0.324,+2.534,36,antonio-giovinazzi,19,pirelli,99
1:36.858,haas,ferrari,+0.805,+3.339,32,romain-grosjean,20,pirelli,8
