id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1028,10,2020-09-27,russia,Formula 1 VTB Russian Grand Prix 2020,KNOCKOUT,sochi,ROAD,CLOCKWISE,5.848,18,53,309.745
