time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:37.030,mercedes,mercedes,,,valtteri-bottas,1,pirelli,51,77
1:37.231,alphatauri,honda,+0.201,+0.201,pierre-gasly,2,pirelli,50,10
1:37.332,red-bull,honda,+0.101,+0.302,max-verstappen,3,pirelli,53,33
1:37.352,williams,mercedes,+0.020,+0.322,george-russell,4,pirelli,52,63
1:37.377,mclaren,renault,+0.025,+0.347,lando-norris,5,pirelli,50,4
1:37.886,renault,renault,+0.509,+0.856,daniel-ricciardo,6,pirelli,53,3
1:38.075,mercedes,mercedes,+0.189,+1.045,lewis-hamilton,7,pirelli,48,44
1:38.141,racing-point,bwt-mercedes,+0.066,+1.111,sergio-perez,8,pirelli,52,11
1:38.377,red-bull,honda,+0.236,+1.347,alexander-albon,9,pirelli,51,23
1:38.858,alfa-romeo,ferrari,+0.481,+1.828,kimi-raikkonen,10,pirelli,37,7
1:39.053,ferrari,ferrari,+0.195,+2.023,charles-leclerc,11,pirelli,47,16
1:39.133,alphatauri,honda,+0.080,+2.103,daniil-kvyat,12,pirelli,48,26
1:39.216,renault,renault,+0.083,+2.186,esteban-ocon,13,pirelli,48,31
1:39.588,ferrari,ferrari,+0.372,+2.558,sebastian-vettel,14,pirelli,46,5
1:39.614,haas,ferrari,+0.026,+2.584,romain-grosjean,15,pirelli,44,8
1:39.766,alfa-romeo,ferrari,+0.152,+2.736,antonio-giovinazzi,16,pirelli,44,99
1:40.380,haas,ferrari,+0.614,+3.350,kevin-magnussen,17,pirelli,52,20
1:41.044,williams,mercedes,+0.664,+4.014,nicholas-latifi,18,pirelli,47,6
