constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,honda,13.7,max-verstappen,1,pirelli,33
ferrari,ferrari,11.3,charles-leclerc,2,pirelli,16
mercedes,mercedes,10.5,lewis-hamilton,3,pirelli,44
mercedes,mercedes,10,valtteri-bottas,4,pirelli,77
renault,renault,9,daniel-ricciardo,5,pirelli,3
