time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:33.279,mercedes,mercedes,,,16,lewis-hamilton,1,pirelli,44
1:34.055,mercedes,mercedes,+0.776,+0.776,19,valtteri-bottas,2,pirelli,77
1:34.096,mclaren,renault,+0.041,+0.817,17,carlos-sainz-jr,3,pirelli,55
1:34.239,renault,renault,+0.143,+0.960,13,esteban-ocon,4,pirelli,31
1:34.252,racing-point,bwt-mercedes,+0.013,+0.973,14,sergio-perez,5,pirelli,11
1:34.306,red-bull,honda,+0.054,+1.027,11,max-verstappen,6,pirelli,33
1:34.594,ferrari,ferrari,+0.288,+1.315,14,sebastian-vettel,7,pirelli,5
1:34.732,racing-point,bwt-mercedes,+0.138,+1.453,13,lance-stroll,8,pirelli,18
1:34.768,alphatauri,honda,+0.036,+1.489,14,daniil-kvyat,9,pirelli,26
1:34.787,renault,renault,+0.019,+1.508,12,daniel-ricciardo,10,pirelli,3
1:34.792,alphatauri,honda,+0.005,+1.513,12,pierre-gasly,11,pirelli,10
1:34.806,ferrari,ferrari,+0.014,+1.527,14,charles-leclerc,12,pirelli,16
1:34.979,williams,mercedes,+0.173,+1.700,16,george-russell,13,pirelli,63
1:35.257,haas,ferrari,+0.278,+1.978,14,romain-grosjean,14,pirelli,8
1:35.292,williams,mercedes,+0.035,+2.013,14,nicholas-latifi,15,pirelli,6
1:35.451,haas,ferrari,+0.159,+2.172,14,kevin-magnussen,16,pirelli,20
1:35.590,alfa-romeo,ferrari,+0.139,+2.311,15,antonio-giovinazzi,17,pirelli,99
1:35.599,alfa-romeo,ferrari,+0.009,+2.320,15,kimi-raikkonen,18,pirelli,7
1:35.603,red-bull,honda,+0.004,+2.324,14,alexander-albon,19,pirelli,23
1:35.981,mclaren,renault,+0.378,+2.702,17,lando-norris,20,pirelli,4
