engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,411
mercedes,mercedes,2,203
mercedes,aston-martin,3,181
ferrari,ferrari,4,157
mercedes,mclaren,5,59
renault,alpine,6,47
mercedes,williams,7,11
ferrari,haas,8,11
ferrari,alfa-romeo,9,9
honda-rbpt,alphatauri,10,2
