driverId,position,points
max-verstappen,1,255
sergio-perez,2,156
fernando-alonso,3,137
lewis-hamilton,4,121
carlos-sainz-jr,5,83
george-russell,6,82
charles-leclerc,7,74
lance-stroll,8,44
lando-norris,9,42
esteban-ocon,10,31
oscar-piastri,11,17
pierre-gasly,12,16
alexander-albon,13,11
nico-hulkenberg,14,9
valtteri-bottas,15,5
guanyu-zhou,16,4
yuki-tsunoda,17,2
kevin-magnussen,18,2
logan-sargeant,19,0
nyck-de-vries,20,0
